formatted_cust_id,cust_numeric_suffix,cust_id_length,balance,balance_frequency,purchases,oneoff_purchases,installments_purchases,cash_advance,purchases_frequency,oneoff_purchases_frequency,purchases_installments_frequency,cash_advance_frequency,cash_advance_trx,purchases_trx,credit_limit,payments,minimum_payments,prc_full_payment,tenure,tenure_numeric,snapshot_month,balance_tier,account_status_desc,purchase_rank
CUST_13944,13944,6,680.671377,1.00000,8040.78,2946.69,5094.09,0.00,1.00000,0.66667,1.00000,0.00000,0,66,7000.00,6331.74,194.17,0.83333,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,117
CUST_13945,13945,6,2336.985188,1.00000,190.56,190.56,0.00,4066.42,0.16667,0.16667,0.00000,0.58333,10,4,3500.00,8319.65,1423.87,0.25000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,4830
CUST_13946,13946,6,40.479403,1.00000,452.61,0.00,452.61,0.00,1.00000,0.00000,0.91667,0.00000,0,18,5000.00,426.40,178.83,0.81818,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,3592
CUST_13947,13947,6,1382.376636,1.00000,77.91,0.00,77.91,300.53,0.08333,0.00000,0.08333,0.16667,2,1,2500.00,639.36,397.79,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,5515
CUST_13948,13948,6,8539.312935,1.00000,0.00,0.00,0.00,4070.45,0.00000,0.00000,0.00000,0.50000,8,0,11000.00,2459.24,2081.69,0.00000,12,12,2026-09-01 00:00:00+00,High Balance,active_credit_customer,5984
CUST_13949,13949,6,509.872908,0.45455,31.89,31.89,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,1500.00,1396.03,237.75,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,5857
CUST_13950,13950,6,1008.864224,1.00000,1392.83,1392.83,0.00,0.00,0.33333,0.33333,0.00000,0.00000,0,7,9000.00,1265.87,274.01,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,1684
CUST_13951,13951,6,723.172037,1.00000,2095.14,238.00,1857.14,0.00,0.75000,0.16667,0.58333,0.00000,0,25,5000.00,1509.48,283.14,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,1088
CUST_13952,13952,6,1.025109,0.09091,59.66,0.00,59.66,0.00,0.08333,0.00000,0.08333,0.00000,0,1,1700.00,0.00,0.00,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,5656
CUST_13953,13953,6,126.135880,1.00000,0.00,0.00,0.00,1170.27,0.00000,0.00000,0.00000,0.08333,2,0,1200.00,1131.54,78.85,0.08333,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,5984
CUST_13954,13954,6,975.637547,0.81818,6897.56,0.00,6897.56,0.00,0.50000,0.00000,0.50000,0.00000,0,6,6150.00,8337.88,6703.88,0.27273,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,148
CUST_13955,13955,6,1129.284728,1.00000,1211.42,0.00,1211.42,0.00,1.00000,0.00000,1.00000,0.00000,0,42,4000.00,3390.83,341.40,0.33333,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,1913
CUST_13956,13956,6,2306.310095,1.00000,359.96,0.00,359.96,2843.48,0.91667,0.00000,0.91667,0.33333,6,11,4000.00,1482.82,2056.43,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,3977
CUST_13957,13957,6,883.835888,1.00000,187.47,0.00,187.47,0.00,0.75000,0.00000,0.66667,0.00000,0,9,1000.00,263.63,434.73,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,4844
CUST_13958,13958,6,874.571604,1.00000,385.70,316.70,69.00,289.82,0.41667,0.33333,0.16667,0.16667,2,8,2000.00,357.97,231.85,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,3868
CUST_13959,13959,6,444.760263,0.63636,3734.70,3734.70,0.00,0.00,0.33333,0.33333,0.00000,0.00000,0,7,4000.00,5808.86,180.41,0.50000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,478
CUST_13960,13960,6,0.000000,0.00000,1200.00,1200.00,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,2500.00,14229.88,0.00,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,1929
CUST_13961,13961,6,332.650256,1.00000,770.00,0.00,770.00,0.00,0.58333,0.00000,0.50000,0.00000,0,7,5500.00,558.75,216.86,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,2694
CUST_13962,13962,6,101.682988,1.00000,610.34,86.00,524.34,0.00,1.00000,0.16667,1.00000,0.00000,0,40,1500.00,324.92,152.88,0.09091,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,3061
CUST_13964,13964,6,4143.074668,1.00000,1074.27,1074.27,0.00,190.24,0.75000,0.75000,0.00000,0.16667,3,21,6000.00,926.81,1175.93,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,2114
CUST_13965,13965,6,42.685790,0.90909,708.00,326.00,382.00,0.00,0.75000,0.16667,0.50000,0.00000,0,20,3000.00,755.30,149.31,0.62500,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,2819
CUST_13966,13966,6,146.261257,1.00000,3139.97,2499.22,640.75,0.00,1.00000,1.00000,0.91667,0.00000,0,41,5000.00,2990.93,176.66,0.83333,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,628
CUST_13967,13967,6,3876.778302,1.00000,0.00,0.00,0.00,4269.02,0.00000,0.00000,0.00000,0.25000,11,0,7500.00,1342.58,939.67,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,5984
CUST_13968,13968,6,1593.364737,1.00000,2298.49,684.20,1614.29,554.60,1.00000,0.41667,1.00000,0.25000,3,53,4500.00,1082.09,347.21,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,974
CUST_13969,13969,6,933.278656,1.00000,182.55,0.00,182.55,2304.73,0.25000,0.00000,0.16667,0.41667,7,3,2500.00,1755.16,248.14,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,4872
CUST_13970,13970,6,58.167348,0.18182,438.87,438.87,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,7500.00,1748.47,270.53,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,3649
CUST_13971,13971,6,2514.895334,1.00000,3172.38,1653.16,1519.22,656.11,1.00000,0.91667,0.91667,0.16667,2,41,6800.00,2646.26,692.04,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,618
CUST_13972,13972,6,1513.759633,1.00000,70.00,70.00,0.00,0.00,0.18182,0.18182,0.00000,0.00000,0,2,1700.00,2085.05,3812.36,0.00000,11,11,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,227
CUST_13973,13973,6,80.007170,1.00000,1548.37,28.58,1519.79,0.00,0.91667,0.08333,0.75000,0.00000,0,21,9500.00,1105.37,149.98,0.70000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,1521
CUST_13974,13974,6,93.104842,1.00000,160.00,160.00,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,5200.00,633.18,491.72,0.10000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,4987
CUST_13975,13975,6,458.958269,0.36364,492.72,0.00,492.72,0.00,1.00000,0.00000,1.00000,0.00000,0,12,6000.00,2111.79,199.92,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,3451
CUST_13977,13977,6,1386.712561,1.00000,0.00,0.00,0.00,699.80,0.00000,0.00000,0.00000,0.33333,7,0,1500.00,848.63,520.08,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,5984
CUST_13978,13978,6,4564.860642,1.00000,1701.13,1322.61,378.52,0.00,1.00000,0.91667,0.83333,0.00000,0,39,12000.00,1205.11,1141.31,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,1378
CUST_13979,13979,6,1709.346088,1.00000,339.00,339.00,0.00,0.00,0.16667,0.16667,0.00000,0.00000,0,4,2000.00,612.68,476.11,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,4077
CUST_13980,13980,6,94.836910,1.00000,1027.84,93.00,934.84,0.00,1.00000,0.08333,1.00000,0.00000,0,28,18000.00,1041.28,173.92,0.41667,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,2188
CUST_13981,13981,6,6204.264926,1.00000,0.00,0.00,0.00,2344.90,0.00000,0.00000,0.00000,0.16667,8,0,7500.00,1381.41,2173.99,0.00000,12,12,2026-09-01 00:00:00+00,High Balance,active_credit_customer,5984
CUST_13982,13982,6,64.677565,1.00000,363.71,363.71,0.00,0.00,1.00000,1.00000,0.00000,0.00000,0,12,6000.00,343.10,171.00,0.08333,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,3960
CUST_13983,13983,6,24.297113,0.63636,230.47,0.00,230.47,0.00,0.50000,0.00000,0.50000,0.00000,0,7,4000.00,0.00,0.00,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,4610
CUST_13984,13984,6,2271.787500,1.00000,0.00,0.00,0.00,2866.56,0.00000,0.00000,0.00000,0.25000,5,0,8000.00,327.59,365.82,0.00000,8,8,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,135
CUST_13985,13985,6,5000.825577,1.00000,3310.39,3072.89,237.50,2019.87,0.75000,0.66667,0.33333,0.08333,1,28,7500.00,2633.43,2412.44,0.00000,12,12,2026-09-01 00:00:00+00,High Balance,active_credit_customer,579
CUST_13986,13986,6,3723.723928,1.00000,0.00,0.00,0.00,1138.46,0.00000,0.00000,0.00000,0.33333,6,0,4500.00,930.29,978.02,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,5984
CUST_13987,13987,6,348.066767,1.00000,695.00,695.00,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,4000.00,470.85,179.77,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,2845
CUST_13988,13988,6,846.380946,1.00000,8397.44,6812.04,1585.40,0.00,1.00000,1.00000,1.00000,0.00000,0,118,10000.00,8067.50,202.62,1.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,105
CUST_13989,13989,6,39.557369,0.36364,45.65,45.65,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,3000.00,831.29,237.53,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,5757
CUST_13990,13990,6,3492.064185,1.00000,0.00,0.00,0.00,522.55,0.00000,0.00000,0.00000,0.09091,1,0,12500.00,1349.87,790.53,0.00000,11,11,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,241
CUST_13991,13991,6,719.427666,1.00000,734.40,180.00,554.40,0.00,0.58333,0.08333,0.50000,0.00000,0,8,1000.00,285.48,282.06,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,2767
CUST_13992,13992,6,1184.924492,0.90000,306.00,234.00,72.00,1314.44,0.40000,0.20000,0.30000,0.20000,8,7,3000.00,500.83,672.89,0.00000,10,10,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,105
CUST_13993,13993,6,4285.123888,1.00000,4235.03,4235.03,0.00,0.00,0.83333,0.83333,0.00000,0.00000,0,29,10000.00,1660.33,1243.97,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,391
CUST_13994,13994,6,989.448428,1.00000,429.97,420.32,9.65,1029.78,0.87500,0.50000,0.50000,0.25000,4,13,1500.00,195.37,179.64,0.00000,8,8,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,67
CUST_13995,13995,6,3126.109251,1.00000,3357.24,2197.01,1160.23,0.00,1.00000,1.00000,1.00000,0.00000,0,154,7000.00,1149.61,707.17,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,573
CUST_13996,13996,6,3912.344717,1.00000,2080.66,672.48,1408.18,1829.71,1.00000,0.16667,1.00000,0.16667,5,42,6000.00,1017.90,888.47,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,1102
CUST_13997,13997,6,469.380653,1.00000,5117.56,2562.27,2555.29,0.00,1.00000,1.00000,1.00000,0.00000,0,81,4300.00,5270.80,216.41,0.33333,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,269
CUST_13998,13998,6,3543.905366,1.00000,1362.92,0.00,1362.92,0.00,1.00000,0.00000,1.00000,0.00000,0,15,7500.00,1026.71,1039.06,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,1721
CUST_13999,13999,6,1218.208868,0.81818,0.00,0.00,0.00,4467.67,0.00000,0.00000,0.00000,0.36364,12,0,2500.00,3341.01,385.31,0.00000,11,11,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,241
CUST_14000,14000,6,680.079404,1.00000,636.41,106.01,530.40,2525.74,1.00000,0.08333,1.00000,0.25000,10,19,12000.00,310.00,266.06,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,2996
CUST_14001,14001,6,1431.445361,1.00000,0.00,0.00,0.00,1414.87,0.00000,0.00000,0.00000,0.08333,1,0,1500.00,235.64,442.60,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,5984
CUST_14002,14002,6,131.760301,1.00000,789.43,787.48,1.95,0.00,1.00000,1.00000,0.08333,0.00000,0,14,5000.00,2023.91,187.64,0.91667,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,2649
CUST_14003,14003,6,35.988695,0.63636,294.00,0.00,294.00,0.00,0.50000,0.00000,0.41667,0.00000,0,6,1200.00,502.28,188.70,0.33333,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,4287
CUST_14004,14004,6,128.507898,0.45455,0.00,0.00,0.00,490.12,0.00000,0.00000,0.00000,0.08333,1,0,1200.00,199.42,83.29,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,5984
CUST_14005,14005,6,3985.637748,1.00000,20.00,20.00,0.00,1306.18,0.08333,0.08333,0.00000,0.33333,5,1,6000.00,1203.18,1148.85,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,5914
CUST_14006,14006,6,1726.125465,1.00000,223.95,223.95,0.00,265.02,0.08333,0.08333,0.00000,0.08333,1,1,5000.00,1734.84,533.85,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,4651
CUST_14007,14007,6,948.944615,1.00000,678.94,201.40,477.54,0.00,1.00000,0.16667,1.00000,0.00000,0,44,2000.00,1750.39,612.06,0.08333,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,2881
CUST_14008,14008,6,71.983739,1.00000,1000.00,1000.00,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,1200.00,93.43,20.89,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,2245
CUST_14009,14009,6,32.903658,1.00000,391.50,0.00,391.50,0.00,0.75000,0.00000,0.75000,0.00000,0,9,6500.00,405.25,162.81,0.72727,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,3844
CUST_14010,14010,6,3822.559709,1.00000,1000.00,1000.00,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,5000.00,1160.57,1336.76,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,2245
CUST_14011,14011,6,580.175457,1.00000,759.50,85.00,674.50,995.02,0.83333,0.16667,0.75000,0.33333,5,24,4000.00,1194.43,1174.27,0.08333,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,2710
CUST_14012,14012,6,9.444869,0.36364,127.14,127.14,0.00,0.00,0.16667,0.16667,0.00000,0.00000,0,2,4000.00,0.00,0.00,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,5182
CUST_14013,14013,6,1509.525178,1.00000,0.00,0.00,0.00,1784.02,0.00000,0.00000,0.00000,0.25000,5,0,3500.00,513.39,518.48,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,5984
CUST_14014,14014,6,1288.895823,0.72727,0.00,0.00,0.00,3233.15,0.00000,0.00000,0.00000,0.18182,3,0,3500.00,4919.07,409.28,0.28571,11,11,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,241
CUST_14015,14015,6,4825.450839,1.00000,5855.46,5855.46,0.00,0.00,0.83333,0.83333,0.00000,0.00000,0,26,7000.00,3866.08,1232.55,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,199
CUST_14016,14016,6,5797.668700,1.00000,0.00,0.00,0.00,4639.20,0.00000,0.00000,0.00000,0.66667,12,0,6000.00,1936.75,2327.03,0.00000,12,12,2026-09-01 00:00:00+00,High Balance,active_credit_customer,5984
CUST_14017,14017,6,10.248544,0.09091,0.00,0.00,0.00,690.67,0.00000,0.00000,0.00000,0.08333,3,0,1200.00,0.00,0.00,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,5984
CUST_14018,14018,6,6928.721377,1.00000,18.35,0.00,18.35,14836.45,0.41667,0.00000,0.41667,0.08333,1,5,18000.00,22281.70,1592.56,0.09091,12,12,2026-09-01 00:00:00+00,High Balance,active_credit_customer,5930
CUST_14019,14019,6,1725.887609,1.00000,0.00,0.00,0.00,753.22,0.00000,0.00000,0.00000,0.25000,3,0,1700.00,1169.76,2116.15,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,5984
CUST_14020,14020,6,475.675998,1.00000,5421.73,5421.73,0.00,0.00,1.00000,1.00000,0.00000,0.00000,0,34,10500.00,5510.90,183.86,1.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,236
CUST_14021,14021,6,961.369596,1.00000,0.00,0.00,0.00,1124.28,0.00000,0.00000,0.00000,0.16667,2,0,1200.00,275.73,564.59,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,5984
CUST_14022,14022,6,1364.256013,1.00000,0.00,0.00,0.00,252.99,0.00000,0.00000,0.00000,0.08333,1,0,1500.00,513.01,313.51,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,5984
CUST_14023,14023,6,113.629276,0.27273,798.00,798.00,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,5000.00,4372.01,84.49,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,2623
CUST_14024,14024,6,9.906062,0.90909,202.30,0.00,202.30,0.00,0.90909,0.00000,0.81818,0.00000,0,10,1500.00,195.63,150.09,0.00000,11,11,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,183
CUST_14026,14026,6,26.506901,0.90909,400.91,115.61,285.30,0.00,0.58333,0.08333,0.41667,0.00000,0,19,2500.00,465.18,147.89,0.50000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,3801
CUST_14027,14027,6,157.668130,0.85714,1263.51,87.00,1176.51,0.00,0.71429,0.14286,0.42857,0.00000,0,8,10000.00,1458.71,101.80,1.00000,7,7,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,16
CUST_14028,14028,6,2336.363625,1.00000,924.19,0.00,924.19,432.26,1.00000,0.00000,1.00000,0.16667,2,48,2500.00,874.59,845.45,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,2381
CUST_14029,14029,6,316.095114,1.00000,89.96,0.00,89.96,0.00,0.41667,0.00000,0.41667,0.00000,0,5,4700.00,301.15,202.37,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,5432
CUST_14030,14030,6,453.856643,1.00000,238.75,0.00,238.75,0.00,0.57143,0.00000,0.57143,0.00000,0,6,1500.00,94.01,106.44,0.00000,7,7,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,82
CUST_14031,14031,6,1914.092562,1.00000,538.85,487.50,51.35,0.00,0.41667,0.41667,0.16667,0.00000,0,9,2000.00,1022.91,980.07,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,3292
CUST_14032,14032,6,9061.317491,1.00000,0.00,0.00,0.00,366.08,0.00000,0.00000,0.00000,0.08333,1,0,10000.00,2524.11,4676.18,0.00000,12,12,2026-09-01 00:00:00+00,High Balance,active_credit_customer,5984
CUST_14033,14033,6,3239.138704,1.00000,3018.68,3018.68,0.00,4157.65,0.25000,0.25000,0.00000,0.50000,9,6,5500.00,3369.40,703.05,0.08333,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,667
CUST_14034,14034,6,2450.104201,1.00000,0.00,0.00,0.00,657.53,0.00000,0.00000,0.00000,0.08333,1,0,3000.00,692.95,606.93,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,5984
CUST_14035,14035,6,342.358505,0.81818,633.66,65.96,567.70,367.52,0.50000,0.08333,0.33333,0.08333,1,6,4500.00,1625.06,155.29,0.27273,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,3001
CUST_14036,14036,6,8983.120358,1.00000,0.00,0.00,0.00,3517.85,0.00000,0.00000,0.00000,0.25000,5,0,12500.00,1943.32,3319.72,0.00000,12,12,2026-09-01 00:00:00+00,High Balance,active_credit_customer,5984
CUST_14037,14037,6,2275.530870,1.00000,1343.65,1262.29,81.36,0.00,1.00000,0.66667,1.00000,0.00000,0,25,3000.00,718.56,563.56,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,1745
CUST_14038,14038,6,54.327257,1.00000,346.02,0.00,346.02,0.00,0.91667,0.00000,0.75000,0.00000,0,11,4500.00,237.84,136.71,0.33333,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,4036
CUST_14039,14039,6,984.135371,1.00000,599.58,590.00,9.58,0.00,0.33333,0.33333,0.08333,0.00000,0,5,3000.00,782.95,204.15,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,3096
CUST_14040,14040,6,2732.551701,1.00000,1043.03,308.97,734.06,123.47,1.00000,0.50000,1.00000,0.08333,1,53,3000.00,1691.35,1051.04,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,2164
CUST_14041,14041,6,5795.166009,1.00000,0.00,0.00,0.00,7363.30,0.00000,0.00000,0.00000,0.25000,3,0,12500.00,7570.03,1489.46,0.00000,12,12,2026-09-01 00:00:00+00,High Balance,active_credit_customer,5984
CUST_14042,14042,6,2944.156996,1.00000,12.22,12.22,0.00,244.69,0.08333,0.08333,0.00000,0.16667,2,1,3000.00,628.31,1288.70,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,5956
CUST_14043,14043,6,1693.841127,1.00000,2439.98,1373.89,1066.09,1068.61,1.00000,0.75000,1.00000,0.33333,7,45,5500.00,1474.68,507.97,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,897
CUST_14044,14044,6,189.985820,0.66667,369.00,0.00,369.00,991.10,0.66667,0.00000,0.50000,0.16667,1,6,2500.00,292.58,101.34,0.00000,6,6,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,65
CUST_14045,14045,6,1690.352634,1.00000,0.00,0.00,0.00,1359.18,0.00000,0.00000,0.00000,0.16667,4,0,3500.00,373.74,640.42,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,5984
CUST_14046,14046,6,3048.011738,1.00000,1271.34,1239.42,31.92,0.00,0.75000,0.75000,0.08333,0.00000,0,24,3200.00,1216.28,1864.45,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,1839
CUST_14047,14047,6,419.486983,1.00000,450.00,450.00,0.00,1365.17,0.08333,0.08333,0.00000,0.16667,3,1,9500.00,4275.76,152.38,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,3599
CUST_14048,14048,6,2997.977825,1.00000,35131.16,34087.73,1043.43,0.00,1.00000,1.00000,0.83333,0.00000,0,344,12000.00,28896.67,767.01,0.75000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,5
CUST_14049,14049,6,44.635372,0.72727,640.00,0.00,640.00,0.00,0.90909,0.00000,0.81818,0.00000,0,10,6000.00,596.48,76.80,0.00000,11,11,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,88
CUST_14050,14050,6,5643.992345,1.00000,6141.58,5070.48,1071.10,1003.76,1.00000,0.91667,1.00000,0.33333,6,92,13000.00,11514.84,1494.58,0.00000,12,12,2026-09-01 00:00:00+00,High Balance,active_credit_customer,180
CUST_14051,14051,6,2713.749041,1.00000,0.00,0.00,0.00,318.04,0.00000,0.00000,0.00000,0.33333,4,0,3000.00,664.64,880.43,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,5984
CUST_14052,14052,6,95.597121,1.00000,101.97,101.97,0.00,97.92,0.25000,0.25000,0.00000,0.16667,3,3,3000.00,306.96,174.33,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,5340
CUST_14053,14053,6,1679.429188,1.00000,0.00,0.00,0.00,75.84,0.00000,0.00000,0.00000,0.16667,2,0,1800.00,243.50,4511.44,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,5984
CUST_14054,14054,6,14.442528,1.00000,163.90,0.00,163.90,0.00,1.00000,0.00000,0.90909,0.00000,0,11,1500.00,138.78,152.47,0.77778,11,11,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,191
CUST_14055,14055,6,8260.825897,1.00000,3709.71,2420.76,1288.95,2379.46,1.00000,0.66667,1.00000,0.83333,47,79,8500.00,6847.48,7793.87,0.00000,12,12,2026-09-01 00:00:00+00,High Balance,active_credit_customer,488
CUST_14056,14056,6,4899.638221,1.00000,0.00,0.00,0.00,424.45,0.00000,0.00000,0.00000,0.27273,5,0,5000.00,880.26,1651.42,0.00000,11,11,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,241
CUST_14057,14057,6,138.596394,1.00000,1333.90,663.90,670.00,0.00,0.75000,0.58333,0.33333,0.00000,0,14,7500.00,1000.80,142.44,0.33333,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,1756
CUST_14058,14058,6,4.160112,1.00000,70.56,0.00,70.56,0.00,1.00000,0.00000,1.00000,0.00000,0,12,6000.00,54.60,41.07,0.22222,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,5559
CUST_14059,14059,6,592.416944,1.00000,6228.01,3454.70,2773.31,0.00,1.00000,1.00000,1.00000,0.00000,0,117,4500.00,6052.32,169.98,1.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,177
CUST_14060,14060,6,1211.895212,1.00000,0.00,0.00,0.00,119.38,0.00000,0.00000,0.00000,0.08333,2,0,1200.00,413.58,938.75,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,5984
CUST_14061,14061,6,8.585976,0.54546,512.59,352.50,160.09,0.00,0.50000,0.08333,0.33333,0.00000,0,10,2500.00,908.19,67.46,0.25000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,3377
CUST_14062,14062,6,32.612016,0.45455,545.88,545.88,0.00,0.00,0.25000,0.25000,0.00000,0.00000,0,4,2000.00,1100.89,150.87,0.50000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,3267
