CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C15358,470.593325,1.00000,6743.31,6182.78,560.53,0.00,1.00000,1.00000,0.66667,0.00000,0,122,3200.00,4369.01,222.12,0.66667,12
C15359,1915.675716,1.00000,855.27,855.27,0.00,0.00,0.54546,0.54546,0.00000,0.00000,0,8,6200.00,519.06,438.19,0.00000,11
C15360,1283.812260,1.00000,166.90,166.90,0.00,959.09,0.16667,0.16667,0.00000,0.66667,20,6,1200.00,1363.55,1860.07,0.00000,12
C15361,1322.579742,1.00000,453.00,453.00,0.00,0.00,0.50000,0.50000,0.00000,0.00000,0,7,1800.00,616.31,317.06,0.00000,12
C15362,1753.279980,1.00000,245.85,245.85,0.00,468.57,0.33333,0.33333,0.00000,0.25000,5,4,1800.00,955.30,686.65,0.00000,12
C15364,1663.492233,1.00000,3415.39,2355.11,1060.28,4152.20,1.00000,0.66667,1.00000,0.41667,7,44,8500.00,4768.33,532.47,0.00000,12
C15365,528.651164,1.00000,4978.23,2870.42,2107.81,0.00,0.91667,0.83333,0.50000,0.00000,0,60,6000.00,4465.16,165.37,0.91667,12
C15366,6.226972,0.18182,54.00,0.00,54.00,0.00,0.16667,0.00000,0.08333,0.00000,0,2,3000.00,0.00,,0.00000,12
C15367,2517.382470,1.00000,320.00,320.00,0.00,2357.82,0.16667,0.16667,0.00000,0.50000,5,2,2500.00,552.90,978.22,0.00000,6
C15368,1453.608861,1.00000,4656.79,3853.49,803.30,0.00,1.00000,1.00000,0.50000,0.00000,0,70,11500.00,1158.65,454.27,0.00000,12
C15369,1002.935430,1.00000,1056.33,0.00,1056.33,0.00,1.00000,0.00000,1.00000,0.00000,0,42,2200.00,1108.48,1694.70,0.00000,12
C15370,1344.982445,1.00000,224.54,0.00,224.54,0.00,0.50000,0.00000,0.50000,0.00000,0,18,1500.00,619.06,678.64,0.00000,12
C15371,50.366106,0.36364,507.57,507.57,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,2,6000.00,503.25,34.49,0.00000,12
C15372,3570.596193,1.00000,150.46,0.00,150.46,3381.91,0.18182,0.00000,0.09091,0.27273,7,2,6500.00,1233.30,911.27,0.00000,11
C15373,4364.016237,1.00000,2711.90,2711.90,0.00,908.15,1.00000,1.00000,0.00000,0.08333,1,12,9500.00,2428.40,1040.88,0.00000,12
C15374,1207.320442,0.90000,359.00,359.00,0.00,0.00,0.40000,0.40000,0.00000,0.00000,0,4,3000.00,239.70,379.06,0.00000,10
C15375,138.537976,0.33333,987.45,987.45,0.00,0.00,0.33333,0.33333,0.00000,0.00000,0,12,3000.00,0.00,,0.00000,6
C15376,1155.338824,0.90909,5744.03,4055.80,1688.23,0.00,0.50000,0.08333,0.41667,0.00000,0,11,6000.00,3684.79,328.15,0.00000,12
C15377,30.327329,0.90909,284.34,0.00,284.34,0.00,0.33333,0.00000,0.25000,0.00000,0,6,1200.00,269.95,101.36,0.27273,12
C15378,30.692503,0.45455,205.06,0.00,607.76,0.00,0.91667,0.00000,1.00000,0.00000,0,35,4500.00,163.98,55.66,0.00000,12
C15379,805.368458,1.00000,0.00,0.00,0.00,1257.63,0.00000,0.00000,0.00000,0.33333,7,0,1000.00,1515.79,201.82,0.08333,12
C15380,638.163467,1.00000,1202.72,904.20,298.52,716.19,0.83333,0.41667,0.75000,0.25000,3,23,3000.00,2857.88,234.75,0.16667,12
C15381,264.869295,1.00000,940.00,940.00,0.00,0.00,0.16667,0.16667,0.00000,0.00000,0,2,6000.00,753.03,179.69,0.00000,12
C15382,576.890374,1.00000,1081.00,1081.00,0.00,0.00,0.25000,0.25000,0.00000,0.00000,0,3,6000.00,513.64,190.61,0.00000,12
C15383,27.170790,0.90909,275.00,0.00,275.00,0.00,0.83333,0.00000,0.83333,0.00000,0,10,3000.00,299.57,149.94,0.80000,12
C15384,2292.952733,1.00000,0.00,0.00,0.00,523.02,0.00000,0.00000,0.00000,0.16667,2,0,2500.00,976.79,724.56,0.00000,12
C15385,3830.603522,1.00000,1257.16,841.00,416.16,2929.08,1.00000,0.08333,0.91667,0.16667,4,26,7500.00,887.04,1014.66,0.00000,12
C15386,690.625555,1.00000,666.60,0.00,666.60,0.00,1.00000,0.00000,1.00000,0.00000,0,12,6000.00,1130.38,170.14,0.00000,12
C15387,566.477136,1.00000,5370.39,1129.30,4241.09,0.00,1.00000,0.50000,1.00000,0.00000,0,60,5700.00,4124.00,224.49,0.50000,12
C15388,1158.013150,1.00000,170.00,170.00,0.00,299.90,0.08333,0.08333,0.00000,0.25000,3,1,1200.00,525.82,616.81,0.00000,12
C15389,145.320241,0.63636,530.81,0.00,530.81,0.00,0.58333,0.00000,0.50000,0.00000,0,7,5500.00,143.11,196.88,0.00000,12
C15390,3619.986054,1.00000,0.00,0.00,0.00,1483.64,0.00000,0.00000,0.00000,0.75000,17,0,13000.00,942.81,920.53,0.00000,12
C15391,118.941982,0.28571,1250.00,0.00,1250.00,0.00,0.71429,0.00000,0.71429,0.00000,0,5,3000.00,1130.44,127.59,0.00000,7
C15392,1793.954788,1.00000,0.00,0.00,0.00,93.20,0.00000,0.00000,0.00000,0.08333,1,0,2500.00,508.61,481.40,0.00000,12
C15393,186.020599,0.71429,269.85,211.80,58.05,1115.89,0.71429,0.14286,0.57143,0.42857,5,6,2000.00,174.56,95.59,0.33333,7
C15394,1414.472320,0.63636,331.52,331.52,0.00,57.69,0.16667,0.16667,0.00000,0.08333,1,2,7500.00,3321.02,394.68,0.00000,12
C15395,385.841997,1.00000,24.63,0.00,24.63,0.00,0.41667,0.00000,0.41667,0.00000,0,5,4500.00,1349.94,203.99,0.00000,12
C15396,306.539753,0.90909,2684.50,299.50,2385.00,0.00,0.75000,0.08333,0.66667,0.00000,0,10,6000.00,2855.15,186.15,1.00000,12
C15397,12.132712,0.80000,244.18,0.00,244.18,0.00,1.00000,0.00000,1.00000,0.00000,0,10,2500.00,231.24,128.73,1.00000,10
C15398,330.068448,1.00000,2441.21,0.00,2441.21,0.00,0.83333,0.00000,0.83333,0.00000,0,21,1500.00,2816.10,163.70,0.91667,12
C15399,1121.018433,1.00000,0.00,0.00,0.00,410.04,0.00000,0.00000,0.00000,0.08333,2,0,1500.00,858.25,296.75,0.00000,12
C15400,133.957441,0.57143,128.50,0.00,128.50,357.49,0.14286,0.00000,0.14286,0.14286,2,1,1500.00,507.93,37.95,0.00000,7
C15401,1057.699883,1.00000,229.74,216.17,13.57,768.99,0.50000,0.50000,0.08333,0.33333,4,7,1500.00,307.76,393.13,0.00000,12
C15402,7907.725211,1.00000,1685.19,1552.31,132.88,8253.39,0.83333,0.75000,0.16667,0.41667,14,27,18500.00,19841.26,2025.84,0.09091,12
C15403,61.159113,0.81818,981.49,381.49,600.00,0.00,0.91667,0.83333,0.33333,0.00000,0,21,7000.00,873.24,85.16,0.40000,12
C15404,1191.749595,1.00000,0.00,0.00,0.00,1242.65,0.00000,0.00000,0.00000,0.16667,2,0,2500.00,387.34,352.08,0.00000,12
C15405,15.577506,1.00000,143.76,0.00,143.76,0.00,1.00000,0.00000,0.91667,0.00000,0,12,1000.00,124.75,146.04,0.30000,12
C15406,2.641101,1.00000,9.68,0.00,9.68,0.00,0.08333,0.00000,0.08333,0.00000,0,1,8000.00,72.28,17.53,0.00000,12
C15407,4060.710208,0.72727,22500.00,0.00,22500.00,0.00,0.50000,0.00000,0.41667,0.00000,0,12,23000.00,8760.86,1645.54,0.00000,12
C15408,909.846336,0.87500,590.00,590.00,0.00,1557.37,0.37500,0.37500,0.00000,0.25000,5,5,2500.00,750.56,181.40,0.00000,8
C15409,894.357857,1.00000,1164.00,0.00,1164.00,0.00,1.00000,0.00000,1.00000,0.00000,0,12,2000.00,907.60,270.41,0.00000,12
C15410,801.703734,1.00000,387.77,0.00,387.77,0.00,0.58333,0.00000,0.58333,0.00000,0,7,2500.00,1480.68,1246.24,0.00000,12
C15411,267.253822,1.00000,2326.71,1333.71,993.00,457.38,1.00000,0.75000,0.91667,0.08333,2,27,16000.00,2803.06,169.42,1.00000,12
C15412,291.598301,0.45455,0.00,0.00,0.00,1118.36,0.00000,0.00000,0.00000,0.08333,2,0,3000.00,1174.01,85.23,0.08333,12
C15413,660.468854,1.00000,0.00,0.00,0.00,1334.24,0.00000,0.00000,0.00000,0.58333,8,0,1700.00,205.40,195.80,0.00000,12
C15414,128.365782,1.00000,1003.20,816.07,187.13,0.00,1.00000,0.91667,0.41667,0.00000,0,27,7000.00,1057.65,203.93,0.75000,12
C15415,3267.962664,1.00000,1910.51,0.00,1910.51,0.00,1.00000,0.00000,1.00000,0.00000,0,65,3000.00,2553.37,3339.39,0.00000,12
C15417,437.609832,1.00000,0.00,0.00,0.00,1340.13,0.00000,0.00000,0.00000,0.16667,3,0,1200.00,1569.50,156.94,0.09091,12
C15418,2701.540547,1.00000,0.00,0.00,0.00,932.37,0.00000,0.00000,0.00000,0.25000,4,0,3000.00,1065.26,1135.45,0.00000,12
C15419,2427.756294,1.00000,0.00,0.00,0.00,2995.18,0.00000,0.00000,0.00000,0.25000,19,0,5000.00,477.89,613.52,0.00000,12
C15420,239.101942,1.00000,750.00,0.00,750.00,1299.25,0.85714,0.00000,0.71429,0.28571,3,6,6500.00,2021.85,96.57,0.42857,7
C15421,1500.810722,1.00000,2340.87,1975.55,365.32,0.00,0.91667,0.83333,0.50000,0.00000,0,31,5500.00,348.74,431.27,0.00000,12
C15422,3425.949762,1.00000,0.00,0.00,0.00,2601.13,0.00000,0.00000,0.00000,0.41667,7,0,4000.00,1114.68,732.98,0.00000,12
C15423,103.792136,1.00000,1607.84,168.27,1439.57,0.00,1.00000,0.08333,1.00000,0.00000,0,38,7000.00,1563.29,178.82,0.83333,12
C15424,1621.345326,1.00000,5167.60,4246.50,921.10,0.00,1.00000,1.00000,0.83333,0.00000,0,52,5000.00,2721.87,523.35,0.00000,12
C15425,250.258381,0.72727,486.94,486.94,0.00,1131.99,0.25000,0.25000,0.00000,0.08333,1,3,4500.00,2837.09,130.72,0.33333,12
C15426,663.394569,0.87500,1208.70,1025.94,182.76,0.00,0.87500,0.25000,0.75000,0.00000,0,19,1500.00,662.52,119.30,0.00000,8
C15427,96.820999,0.27273,928.53,611.04,317.49,148.45,0.25000,0.25000,0.16667,0.08333,2,13,3000.00,1827.50,173.81,1.00000,12
C15428,636.142309,1.00000,4659.65,3377.15,1282.50,0.00,1.00000,0.91667,0.66667,0.00000,0,46,6000.00,4622.22,230.46,0.25000,12
C15429,16115.596400,1.00000,684.74,105.30,579.44,4354.00,1.00000,0.08333,1.00000,0.58333,15,15,18000.00,3546.06,5743.74,0.00000,12
C15430,5238.915225,1.00000,270.00,270.00,0.00,2706.55,0.16667,0.16667,0.00000,0.66667,14,3,6000.00,1259.20,1197.40,0.00000,12
C15431,2172.893325,0.90909,416.74,0.00,416.74,0.00,0.41667,0.00000,0.33333,0.00000,0,5,3000.00,3905.49,1080.48,0.10000,12
C15432,1143.333419,1.00000,0.00,0.00,0.00,267.40,0.00000,0.00000,0.00000,0.08333,1,0,2500.00,588.79,289.05,0.00000,12
C15433,1595.980444,1.00000,0.00,0.00,0.00,138.76,0.00000,0.00000,0.00000,0.33333,4,0,2400.00,351.31,440.13,0.00000,12
C15435,288.097302,1.00000,2622.60,0.00,2622.60,0.00,1.00000,0.00000,1.00000,0.00000,0,12,450.00,2718.48,2413.23,0.83333,12
C15436,7268.706380,1.00000,306.91,306.91,0.00,12702.43,0.27273,0.27273,0.00000,1.00000,93,4,12000.00,3512.63,2096.96,0.00000,11
C15437,15.449607,0.81818,574.75,0.00,574.75,0.00,1.00000,0.00000,0.90909,0.00000,0,11,1000.00,560.22,17.83,0.00000,11
C15438,1903.274531,0.54546,1813.40,0.00,1813.40,3795.10,0.50000,0.00000,0.41667,0.08333,1,14,4000.00,1959.92,1187.59,0.00000,12
C15439,1102.632150,1.00000,1409.31,1080.18,329.13,0.00,0.66667,0.25000,0.58333,0.00000,0,13,8500.00,874.02,274.58,0.00000,12
C15440,21.881383,1.00000,123.48,0.00,123.48,0.00,1.00000,0.00000,0.83333,0.00000,0,6,1500.00,87.87,88.19,0.50000,6
C15441,2.585715,0.09091,70.00,70.00,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,2000.00,396.44,85.07,0.00000,12
C15442,1182.280750,1.00000,0.00,0.00,0.00,19.33,0.00000,0.00000,0.00000,0.09091,1,0,1200.00,254.73,491.10,0.00000,11
C15443,66.842287,1.00000,908.34,723.02,185.32,0.00,1.00000,1.00000,0.08333,0.00000,0,14,6500.00,788.60,177.21,0.50000,12
C15444,4476.634442,1.00000,0.00,0.00,0.00,6118.97,0.00000,0.00000,0.00000,0.41667,20,0,6000.00,3395.64,1532.09,0.00000,12
C15445,6069.720873,1.00000,0.00,0.00,0.00,3189.06,0.00000,0.00000,0.00000,0.16667,2,0,12000.00,3357.94,1437.44,0.00000,12
C15446,536.027158,1.00000,0.00,0.00,0.00,1057.95,0.00000,0.00000,0.00000,0.16667,3,0,1200.00,1326.00,286.70,0.00000,12
C15448,5044.179003,1.00000,966.60,0.00,966.60,774.25,1.00000,0.00000,1.00000,0.08333,3,48,4500.00,3332.36,31871.36,0.00000,12
C15449,97.168390,1.00000,1639.92,0.00,1639.92,0.00,1.00000,0.00000,1.00000,0.00000,0,12,2150.00,1620.29,1555.79,0.08333,12
C15450,1339.008889,1.00000,0.00,0.00,0.00,1982.37,0.00000,0.00000,0.00000,0.12500,1,0,2500.00,1331.71,232.42,0.00000,8
C15451,2786.743524,1.00000,231.63,86.63,145.00,0.00,0.50000,0.16667,0.25000,0.00000,0,6,3000.00,711.84,750.33,0.00000,12
C15452,28.413136,0.72727,215.94,0.00,215.94,0.00,0.50000,0.00000,0.50000,0.00000,0,12,4000.00,331.53,146.82,0.77778,12
C15453,37.261373,1.00000,498.65,51.05,447.60,0.00,1.00000,0.08333,1.00000,0.00000,0,29,7000.00,487.17,164.51,0.66667,12
C15454,11.116861,1.00000,168.00,0.00,168.00,0.00,1.00000,0.00000,1.00000,0.00000,0,12,5500.00,154.71,157.78,0.08333,12
C15455,6.420394,0.36364,136.72,0.00,136.72,0.00,0.33333,0.00000,0.33333,0.00000,0,4,2500.00,361.01,169.71,0.80000,12
C15456,135.856693,0.75000,843.95,198.00,645.95,0.00,0.75000,0.25000,0.62500,0.00000,0,25,1200.00,862.49,113.08,1.00000,8
C15457,13.792103,0.90909,600.00,600.00,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,4500.00,607.68,92.39,0.00000,12
C15459,2116.845833,1.00000,898.34,0.00,898.34,256.38,0.91667,0.00000,0.91667,0.16667,2,11,2500.00,1786.50,508.47,0.00000,12
C15460,135.794123,0.90909,880.28,0.00,880.28,0.00,0.83333,0.00000,0.83333,0.00000,0,22,6000.00,1550.33,178.10,0.72727,12
C15461,243.182403,1.00000,2687.48,398.67,2288.81,0.00,1.00000,0.33333,1.00000,0.00000,0,67,5500.00,2349.06,176.16,1.00000,12
C15462,7468.012010,1.00000,1569.41,796.07,773.34,4500.29,0.54546,0.45455,0.36364,0.27273,7,10,8700.00,2162.94,4628.80,0.00000,11
C15463,7395.887570,1.00000,0.00,0.00,0.00,4507.52,0.00000,0.00000,0.00000,1.00000,31,0,8500.00,2902.82,2869.73,0.00000,12
C15464,364.219107,0.81818,142.52,142.52,0.00,654.35,0.08333,0.08333,0.00000,0.25000,6,2,2500.00,621.96,191.26,0.00000,12
C15465,53.173349,0.54546,60.00,60.00,0.00,277.13,0.08333,0.08333,0.00000,0.08333,1,1,1200.00,2202.15,274.52,0.00000,12
C15466,1173.949821,1.00000,785.69,785.69,0.00,0.00,0.41667,0.41667,0.00000,0.00000,0,8,1200.00,473.66,619.38,0.00000,12
C15467,1543.205532,1.00000,1027.57,927.57,100.00,0.00,0.41667,0.33333,0.08333,0.00000,0,13,6000.00,319.88,443.41,0.00000,12
C15469,467.345479,1.00000,46.74,0.00,46.74,0.00,0.16667,0.00000,0.16667,0.00000,0,2,2500.00,122.05,206.11,0.00000,12
C15470,303.054817,0.63636,894.40,609.40,285.00,0.00,0.63636,0.36364,0.45455,0.00000,0,12,4000.00,183.62,128.25,0.00000,11
C15471,5481.738308,1.00000,0.00,0.00,0.00,8896.92,0.00000,0.00000,0.00000,1.00000,80,0,9000.00,13652.75,1343.99,0.00000,12
C15472,1952.189994,1.00000,297.59,99.59,198.00,55.22,0.50000,0.08333,0.41667,0.16667,2,7,2500.00,634.78,658.46,0.00000,12
C15473,0.000000,0.00000,54.85,0.00,54.85,0.00,0.33333,0.00000,0.33333,0.00000,0,5,5000.00,75.75,,0.00000,12
C15474,19.962737,1.00000,287.40,0.00,287.40,0.00,1.00000,0.00000,1.00000,0.00000,0,12,3000.00,276.34,167.94,0.83333,12
C15475,1773.484195,1.00000,0.00,0.00,0.00,1578.89,0.00000,0.00000,0.00000,0.25000,3,0,3000.00,442.58,616.53,0.00000,12
C15476,1734.688041,1.00000,0.00,0.00,0.00,158.85,0.00000,0.00000,0.00000,0.16667,2,0,1800.00,363.84,612.66,0.00000,12
C15477,927.294609,1.00000,364.74,151.42,213.32,0.00,0.75000,0.16667,0.58333,0.00000,0,16,1000.00,442.17,711.02,0.00000,12
C15478,1248.193121,1.00000,40.13,0.00,40.13,0.00,0.08333,0.00000,0.08333,0.00000,0,1,1750.00,293.33,343.94,0.00000,12
C15479,467.287934,1.00000,4327.92,78.00,4249.92,0.00,1.00000,0.08333,1.00000,0.00000,0,13,3000.00,4214.57,182.84,0.75000,12
C15480,1450.959629,0.44444,0.00,0.00,0.00,3419.82,0.00000,0.00000,0.00000,0.22222,4,0,4000.00,446.09,747.17,0.00000,9
C15481,34.195309,1.00000,211.56,0.00,211.56,0.00,1.00000,0.00000,1.00000,0.00000,0,12,1000.00,188.66,153.22,0.50000,12
C15482,3028.512053,1.00000,0.00,0.00,0.00,353.51,0.00000,0.00000,0.00000,0.58333,10,0,3000.00,820.09,1187.87,0.00000,12
C15483,886.657470,1.00000,1440.48,1440.48,0.00,0.00,1.00000,1.00000,0.00000,0.00000,0,13,1800.00,309.64,291.86,0.00000,12
C15484,692.529504,1.00000,404.00,404.00,0.00,0.00,0.16667,0.16667,0.00000,0.00000,0,2,6400.00,787.24,201.14,0.00000,12
C15485,952.952011,1.00000,39.58,39.58,0.00,663.06,0.08333,0.08333,0.00000,0.08333,3,1,1800.00,1665.46,204.23,0.00000,12
C15486,2056.866139,1.00000,3373.70,3373.70,0.00,0.00,0.83333,0.83333,0.00000,0.00000,0,31,7000.00,2647.18,490.38,0.00000,12
C15487,566.928754,0.90909,903.00,903.00,0.00,0.00,0.09091,0.09091,0.00000,0.00000,0,1,1500.00,751.55,193.90,0.00000,11
C15488,1395.907515,1.00000,962.12,962.12,0.00,0.00,0.58333,0.58333,0.00000,0.00000,0,20,1600.00,1081.99,645.55,0.00000,12
C15489,18.606861,0.63636,302.50,0.00,302.50,0.00,0.75000,0.00000,0.66667,0.00000,0,17,3000.00,705.81,112.04,0.33333,12
C15490,8419.737786,1.00000,3050.48,1475.56,1574.92,2127.49,1.00000,1.00000,1.00000,0.25000,5,67,12300.00,3298.74,4239.30,0.00000,12
C15491,5.168354,0.18182,69.00,29.00,40.00,0.00,0.08333,0.08333,0.08333,0.00000,0,3,5000.00,167.35,41.84,0.18182,12
C15492,7030.446043,1.00000,3747.12,1053.08,2694.04,266.71,1.00000,0.25000,1.00000,0.08333,1,70,14000.00,1968.08,1635.84,0.00000,12
C15493,7091.028361,1.00000,0.00,0.00,0.00,2137.81,0.00000,0.00000,0.00000,0.25000,5,0,8500.00,1835.36,2701.58,0.00000,12
C15494,1478.552756,1.00000,479.10,311.10,168.00,901.68,0.50000,0.41667,0.50000,0.08333,1,11,4500.00,4774.60,478.80,0.00000,12
C15495,985.457755,1.00000,672.31,103.00,569.31,0.00,1.00000,0.16667,1.00000,0.00000,0,17,2500.00,1656.97,542.15,0.00000,12
C15496,767.708957,1.00000,1730.60,661.45,1069.15,0.00,1.00000,0.57143,0.85714,0.00000,0,45,4000.00,341.46,126.50,0.00000,7
C15497,8670.048011,1.00000,0.00,0.00,0.00,7738.74,0.00000,0.00000,0.00000,0.66667,17,0,12500.00,10496.24,2094.31,0.00000,12
C15498,26.767358,0.60000,190.00,90.00,100.00,0.00,0.50000,0.10000,0.30000,0.00000,0,7,1200.00,270.66,136.11,0.00000,10
C15499,878.010252,0.83333,4085.23,3705.15,380.08,0.00,0.83333,0.83333,0.66667,0.00000,0,43,20000.00,4036.03,109.76,1.00000,6
C15500,2409.236843,1.00000,990.15,772.60,217.55,0.00,0.75000,0.41667,0.41667,0.00000,0,26,8000.00,707.71,606.90,0.00000,12
C15501,2891.678357,0.45455,0.00,0.00,0.00,7981.15,0.00000,0.00000,0.00000,0.08333,4,0,10000.00,1379.83,1840.91,0.00000,12
C15502,21.409828,1.00000,149.71,0.00,149.71,0.00,0.91667,0.00000,0.91667,0.00000,0,11,1500.00,141.97,150.50,0.16667,12
C15503,1268.584315,1.00000,1835.93,255.32,1580.61,674.18,1.00000,0.25000,1.00000,0.08333,1,30,1200.00,3021.61,3148.91,0.08333,12
C15504,3509.710886,1.00000,0.00,0.00,0.00,3448.87,0.00000,0.00000,0.00000,0.09091,1,0,6000.00,811.88,833.95,0.00000,11
C15505,2.566385,0.45455,0.00,0.00,0.00,294.43,0.00000,0.00000,0.00000,0.08333,1,0,1300.00,379.56,54.37,0.00000,12
C15506,879.987974,1.00000,1517.56,1507.56,10.00,0.00,0.58333,0.58333,0.08333,0.00000,0,15,1700.00,1812.40,314.38,0.16667,12
C15507,868.331112,1.00000,1167.15,864.28,302.87,748.15,1.00000,0.25000,1.00000,0.25000,4,26,3000.00,704.32,240.06,0.08333,12
C15508,3093.592745,1.00000,47.69,82.41,0.00,1438.95,0.16667,0.08333,0.00000,0.58333,15,1,4100.00,4591.24,723.34,0.00000,12
C15509,1879.694262,1.00000,832.67,694.73,137.94,0.00,0.58333,0.25000,0.33333,0.00000,0,22,2000.00,873.93,1452.27,0.00000,12
C15510,6372.182817,1.00000,22101.78,22101.78,0.00,19513.47,0.33333,0.33333,0.00000,0.66667,35,40,7500.00,39461.97,6764.85,0.25000,12
C15511,1235.224095,1.00000,637.28,10.00,627.28,0.00,1.00000,0.08333,0.91667,0.00000,0,13,1500.00,742.38,703.20,0.00000,12
C15512,4800.168978,1.00000,0.00,0.00,0.00,4491.73,0.00000,0.00000,0.00000,0.27273,11,0,9000.00,1134.48,1092.95,0.00000,11
C15513,704.910363,1.00000,500.50,225.50,275.00,851.16,1.00000,0.16667,1.00000,0.33333,6,18,1200.00,1713.30,425.81,0.00000,12
C15514,1340.551352,1.00000,427.96,331.96,96.00,618.34,0.50000,0.33333,0.41667,0.16667,4,12,1500.00,326.96,472.49,0.00000,12
C15515,923.977036,1.00000,0.00,0.00,0.00,6616.56,0.00000,0.00000,0.00000,0.41667,6,0,2500.00,5155.09,320.49,0.20000,12
C15516,182.171771,1.00000,270.65,45.65,225.00,0.00,0.83333,0.08333,0.75000,0.00000,0,10,1000.00,216.49,190.29,0.00000,12
C15517,22.689289,0.81818,360.60,160.60,200.00,0.00,0.66667,0.16667,0.41667,0.00000,0,9,4500.00,415.62,144.90,0.85714,12
C15519,1184.971992,1.00000,0.00,0.00,0.00,4743.72,0.00000,0.00000,0.00000,0.50000,10,0,3000.00,2355.27,268.14,0.00000,12
C15520,4375.764064,1.00000,1016.41,0.00,1016.41,252.58,0.91667,0.00000,0.83333,0.08333,1,12,10000.00,1133.81,1165.42,0.00000,12
C15521,444.519756,1.00000,302.40,0.00,302.40,1955.50,0.33333,0.00000,0.25000,0.16667,4,6,3000.00,2579.04,209.24,0.16667,12
C15522,1383.726090,1.00000,0.00,0.00,0.00,148.19,0.00000,0.00000,0.00000,0.16667,2,0,1500.00,298.94,508.05,0.00000,12
C15523,4738.804194,1.00000,0.00,0.00,0.00,3814.31,0.00000,0.00000,0.00000,0.83333,27,0,7000.00,1374.85,1159.81,0.00000,12
C15524,389.835298,0.81818,0.00,0.00,0.00,2101.74,0.00000,0.00000,0.00000,0.50000,7,0,3000.00,2236.59,100.21,0.00000,12
C15525,455.452678,0.90909,1301.25,1301.25,0.00,0.00,0.50000,0.50000,0.00000,0.00000,0,9,1500.00,472.45,170.19,0.00000,12
C15526,658.655200,1.00000,629.99,629.99,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,6000.00,353.86,247.50,0.00000,12
C15527,5058.555256,1.00000,0.00,0.00,0.00,2915.34,0.00000,0.00000,0.00000,0.66667,8,0,7000.00,1689.27,1198.87,0.00000,12
C15528,42.512250,0.27273,523.15,75.20,447.95,0.00,0.25000,0.08333,0.25000,0.00000,0,7,2000.00,925.82,164.10,1.00000,12
C15529,21.187313,0.27273,319.41,0.00,319.41,0.00,0.25000,0.00000,0.16667,0.00000,0,6,6000.00,135.55,29.01,0.08333,12
C15530,570.552082,1.00000,3179.69,1258.99,1920.70,0.00,1.00000,0.25000,0.83333,0.00000,0,28,5000.00,3067.83,248.87,0.41667,12
C15531,3.319222,0.18182,47.05,0.00,47.05,0.00,0.08333,0.00000,0.08333,0.00000,0,1,1900.00,511.11,118.44,1.00000,12
C15532,2899.781468,1.00000,223.62,193.94,29.68,507.26,0.33333,0.25000,0.16667,0.08333,2,6,3000.00,1059.35,683.37,0.00000,12
C15533,1278.829156,1.00000,0.00,0.00,0.00,2425.73,0.00000,0.00000,0.00000,0.16667,6,0,4000.00,445.44,418.54,0.00000,12
C15534,1368.906278,1.00000,0.00,0.00,0.00,5809.80,0.00000,0.00000,0.00000,0.16667,8,0,6000.00,322.58,419.06,0.00000,12
C15535,1859.165344,1.00000,0.00,0.00,0.00,1543.16,0.00000,0.00000,0.00000,0.08333,5,0,3500.00,310.78,659.59,0.00000,12
C15536,1413.865738,1.00000,313.03,313.03,0.00,1405.69,0.25000,0.25000,0.00000,0.16667,3,4,1800.00,1467.77,405.63,0.00000,12
C15537,205.409896,0.90909,0.00,0.00,0.00,1903.84,0.00000,0.00000,0.00000,0.25000,3,0,1500.00,779.25,60.58,0.12500,12
C15538,2527.531968,1.00000,720.16,720.16,0.00,4783.11,0.50000,0.50000,0.00000,0.41667,15,13,3000.00,3866.44,1094.49,0.09091,12
C15539,1022.717340,1.00000,120.09,120.09,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,2500.00,368.73,410.92,0.00000,12
C15540,3078.059784,1.00000,0.00,0.00,0.00,4403.68,0.00000,0.00000,0.00000,0.33333,8,0,6000.00,6043.23,1183.93,0.08333,12
C15541,1064.308102,1.00000,1067.32,242.38,824.94,3608.38,0.83333,0.25000,0.66667,0.08333,1,13,6000.00,4771.00,289.34,0.08333,12
C15542,1204.686047,1.00000,0.00,0.00,0.00,2212.93,0.00000,0.00000,0.00000,0.75000,20,0,3500.00,1668.25,448.06,0.00000,12
C15543,40.247238,0.18182,0.00,0.00,0.00,909.48,0.00000,0.00000,0.00000,0.08333,2,0,1500.00,3578.65,69.27,1.00000,12
C15544,2722.600219,1.00000,0.00,0.00,0.00,234.47,0.00000,0.00000,0.00000,0.08333,2,0,3000.00,638.10,653.78,0.00000,12
C15545,90.953335,0.88889,921.02,317.74,603.28,0.00,0.88889,0.11111,0.77778,0.00000,0,9,2500.00,782.68,109.17,0.77778,9
